id,occurrence_date,occurrence_year,occurrence_month,occurrence_day_of_week,occurrence_hour,neighbourhood_name,premises_type
9258,2017-09-09T00:00:00Z,2017,September,Saturday,9,Church-Yonge Corridor (75),Outside
9259,2017-09-20T00:00:00Z,2017,September,Wednesday,18,Church-Yonge Corridor (75),Outside
9260,2015-05-24T00:00:00Z,2015,May,Sunday,12,Church-Yonge Corridor (75),Outside
9261,2017-10-09T00:00:00Z,2017,October,Monday,22,Church-Yonge Corridor (75),Commercial
9262,2017-10-20T00:00:00Z,2017,October,Friday,13,Church-Yonge Corridor (75),Outside
9263,2017-11-12T00:00:00Z,2017,November,Sunday,10,Church-Yonge Corridor (75),Outside
9264,2014-07-03T00:00:00Z,2014,July,Thursday,13,Bay Street Corridor (76),Apartment
9265,2017-11-16T00:00:00Z,2017,November,Thursday,15,Church-Yonge Corridor (75),Educational
9266,2017-11-26T00:00:00Z,2017,November,Sunday,13,Church-Yonge Corridor (75),Outside
9267,2017-11-27T00:00:00Z,2017,November,Monday,12,Church-Yonge Corridor (75),Other
9268,2017-11-29T00:00:00Z,2017,November,Wednesday,5,Church-Yonge Corridor (75),Other
9269,2017-10-20T00:00:00Z,2017,October,Friday,18,Church-Yonge Corridor (75),Outside
9270,2017-12-16T00:00:00Z,2017,December,Saturday,23,Church-Yonge Corridor (75),Apartment
9271,2018-03-22T00:00:00Z,2018,March,Thursday,1,Church-Yonge Corridor (75),Apartment
9272,2016-08-12T00:00:00Z,2016,August,Friday,16,Church-Yonge Corridor (75),Apartment
9273,2018-04-22T00:00:00Z,2018,April,Sunday,10,Church-Yonge Corridor (75),Outside
9274,2018-05-08T00:00:00Z,2018,May,Tuesday,19,Church-Yonge Corridor (75),Educational
9275,2018-05-16T00:00:00Z,2018,May,Wednesday,0,Church-Yonge Corridor (75),Outside
9276,2018-05-27T00:00:00Z,2018,May,Sunday,18,Church-Yonge Corridor (75),Outside
9277,2018-05-24T00:00:00Z,2018,May,Thursday,22,Church-Yonge Corridor (75),Outside
9278,2018-05-30T00:00:00Z,2018,May,Wednesday,21,Church-Yonge Corridor (75),Commercial
9279,2018-06-03T00:00:00Z,2018,June,Sunday,13,Church-Yonge Corridor (75),Apartment
9280,2016-10-03T00:00:00Z,2016,October,Monday,3,Church-Yonge Corridor (75),Apartment
9281,2018-06-07T00:00:00Z,2018,June,Thursday,12,Church-Yonge Corridor (75),Other
9282,2018-06-11T00:00:00Z,2018,June,Monday,12,Church-Yonge Corridor (75),Outside
9283,2018-06-21T00:00:00Z,2018,June,Thursday,8,Church-Yonge Corridor (75),Other
9284,2018-06-21T00:00:00Z,2018,June,Thursday,10,Church-Yonge Corridor (75),Outside
9285,2018-06-22T00:00:00Z,2018,June,Friday,8,Church-Yonge Corridor (75),Outside
9286,2018-06-28T00:00:00Z,2018,June,Thursday,14,Church-Yonge Corridor (75),Apartment
9287,2018-06-28T00:00:00Z,2018,June,Thursday,16,Church-Yonge Corridor (75),Outside
9288,2018-07-02T00:00:00Z,2018,July,Monday,15,Church-Yonge Corridor (75),Outside
9289,2018-07-16T00:00:00Z,2018,July,Monday,19,Church-Yonge Corridor (75),Educational
9290,2018-07-17T00:00:00Z,2018,July,Tuesday,23,Church-Yonge Corridor (75),Outside
9291,2018-06-23T00:00:00Z,2018,June,Saturday,13,Church-Yonge Corridor (75),Apartment
9292,2018-07-25T00:00:00Z,2018,July,Wednesday,20,Church-Yonge Corridor (75),Commercial
9293,2018-08-03T00:00:00Z,2018,August,Friday,10,Church-Yonge Corridor (75),Educational
9294,2018-08-10T00:00:00Z,2018,August,Friday,15,Church-Yonge Corridor (75),Transit
9295,2018-08-14T00:00:00Z,2018,August,Tuesday,10,Church-Yonge Corridor (75),Outside
9296,2018-08-16T00:00:00Z,2018,August,Thursday,15,Church-Yonge Corridor (75),Commercial
9297,2018-08-20T00:00:00Z,2018,August,Monday,16,Church-Yonge Corridor (75),Outside
9298,2018-09-02T00:00:00Z,2018,September,Sunday,20,Church-Yonge Corridor (75),Outside
9299,2018-10-25T00:00:00Z,2018,October,Thursday,18,Church-Yonge Corridor (75),Outside
9300,2015-01-01T00:00:00Z,2015,January,Thursday,1,Church-Yonge Corridor (75),Outside
9301,2015-01-01T00:00:00Z,2015,January,Thursday,1,Church-Yonge Corridor (75),Outside
9302,2015-04-27T00:00:00Z,2015,April,Monday,14,Church-Yonge Corridor (75),Other
9303,2020-03-27T00:00:00Z,2020,March,Friday,14,Niagara (82),Apartment
9304,2015-05-04T00:00:00Z,2015,May,Monday,21,Church-Yonge Corridor (75),Outside
9305,2015-05-07T00:00:00Z,2015,May,Thursday,14,Church-Yonge Corridor (75),Outside
9306,2015-05-14T00:00:00Z,2015,May,Thursday,18,Church-Yonge Corridor (75),Commercial
9307,2015-06-11T00:00:00Z,2015,June,Thursday,19,Church-Yonge Corridor (75),Apartment
9308,2015-06-28T00:00:00Z,2015,June,Sunday,14,Church-Yonge Corridor (75),Outside
9309,2015-07-07T00:00:00Z,2015,July,Tuesday,13,Church-Yonge Corridor (75),Other
9310,2015-07-16T00:00:00Z,2015,July,Thursday,16,Church-Yonge Corridor (75),Commercial
9311,2015-07-31T00:00:00Z,2015,July,Friday,16,Church-Yonge Corridor (75),Commercial
9312,2015-07-07T00:00:00Z,2015,July,Tuesday,11,Church-Yonge Corridor (75),Apartment
9313,2015-08-21T00:00:00Z,2015,August,Friday,15,Church-Yonge Corridor (75),Apartment
9314,2015-09-04T00:00:00Z,2015,September,Friday,8,Church-Yonge Corridor (75),Apartment
9315,2015-09-08T00:00:00Z,2015,September,Tuesday,10,Church-Yonge Corridor (75),Outside
9316,2015-09-18T00:00:00Z,2015,September,Friday,1,Church-Yonge Corridor (75),Outside
9317,2015-09-18T00:00:00Z,2015,September,Friday,1,Church-Yonge Corridor (75),Outside
9318,2015-09-25T00:00:00Z,2015,September,Friday,16,Church-Yonge Corridor (75),Outside
9319,2015-10-29T00:00:00Z,2015,October,Thursday,14,Church-Yonge Corridor (75),Outside
9320,2015-10-30T00:00:00Z,2015,October,Friday,23,Church-Yonge Corridor (75),Outside
9321,2015-11-02T00:00:00Z,2015,November,Monday,10,Church-Yonge Corridor (75),Educational
9322,2015-11-02T00:00:00Z,2015,November,Monday,9,Church-Yonge Corridor (75),Educational
9323,2015-10-24T00:00:00Z,2015,October,Saturday,18,Church-Yonge Corridor (75),Apartment
9324,2015-11-06T00:00:00Z,2015,November,Friday,13,Church-Yonge Corridor (75),Commercial
9325,2015-12-14T00:00:00Z,2015,December,Monday,9,Church-Yonge Corridor (75),Commercial
9326,2016-02-07T00:00:00Z,2016,February,Sunday,12,Church-Yonge Corridor (75),Commercial
9327,2016-10-03T00:00:00Z,2016,October,Monday,3,Church-Yonge Corridor (75),Apartment
9328,2016-02-29T00:00:00Z,2016,February,Monday,8,Church-Yonge Corridor (75),Outside
9329,2016-02-15T00:00:00Z,2016,February,Monday,10,Church-Yonge Corridor (75),Commercial
9330,2016-03-30T00:00:00Z,2016,March,Wednesday,5,Church-Yonge Corridor (75),Transit
9331,2016-04-22T00:00:00Z,2016,April,Friday,19,Church-Yonge Corridor (75),Outside
9332,2016-04-30T00:00:00Z,2016,April,Saturday,18,Church-Yonge Corridor (75),Commercial
9333,2016-05-19T00:00:00Z,2016,May,Thursday,17,Church-Yonge Corridor (75),Other
9334,2016-06-01T00:00:00Z,2016,June,Wednesday,9,Church-Yonge Corridor (75),Outside
9335,2016-06-09T00:00:00Z,2016,June,Thursday,21,Church-Yonge Corridor (75),Commercial
9336,2016-06-19T00:00:00Z,2016,June,Sunday,15,Church-Yonge Corridor (75),Commercial
9337,2016-06-23T00:00:00Z,2016,June,Thursday,12,Church-Yonge Corridor (75),Outside
9338,2016-06-29T00:00:00Z,2016,June,Wednesday,16,Church-Yonge Corridor (75),Outside
9339,2016-10-09T00:00:00Z,2016,October,Sunday,21,Church-Yonge Corridor (75),Commercial
9340,2016-07-04T00:00:00Z,2016,July,Monday,22,Church-Yonge Corridor (75),Outside
9341,2016-08-24T00:00:00Z,2016,August,Wednesday,20,Church-Yonge Corridor (75),Other
9342,2016-08-25T00:00:00Z,2016,August,Thursday,3,Church-Yonge Corridor (75),House
9343,2016-10-03T00:00:00Z,2016,October,Monday,3,Church-Yonge Corridor (75),Apartment
9344,2016-08-30T00:00:00Z,2016,August,Tuesday,5,Church-Yonge Corridor (75),Outside
9345,2020-03-10T00:00:00Z,2020,March,Tuesday,15,Church-Yonge Corridor (75),Apartment
9346,2016-09-23T00:00:00Z,2016,September,Friday,15,Church-Yonge Corridor (75),Outside
9347,2016-10-13T00:00:00Z,2016,October,Thursday,18,Church-Yonge Corridor (75),Apartment
9348,2016-10-18T00:00:00Z,2016,October,Tuesday,18,Church-Yonge Corridor (75),Outside
9349,2016-11-23T00:00:00Z,2016,November,Wednesday,8,Church-Yonge Corridor (75),Educational
9350,2016-12-30T00:00:00Z,2016,December,Friday,7,Church-Yonge Corridor (75),Outside
9351,2016-10-03T00:00:00Z,2016,October,Monday,3,Church-Yonge Corridor (75),Apartment
9352,2020-06-22T00:00:00Z,2020,June,Monday,16,Church-Yonge Corridor (75),Outside
9353,2016-04-30T00:00:00Z,2016,April,Saturday,18,Church-Yonge Corridor (75),Educational
9354,2020-07-04T00:00:00Z,2020,July,Saturday,12,Church-Yonge Corridor (75),Outside
9355,2016-01-22T00:00:00Z,2016,January,Friday,18,Church-Yonge Corridor (75),Apartment
9356,2016-01-26T00:00:00Z,2016,January,Tuesday,16,Church-Yonge Corridor (75),Outside
9357,2016-01-30T00:00:00Z,2016,January,Saturday,15,Church-Yonge Corridor (75),Other
9358,2016-01-29T00:00:00Z,2016,January,Friday,19,Church-Yonge Corridor (75),Outside
9359,2016-02-13T00:00:00Z,2016,February,Saturday,11,Church-Yonge Corridor (75),Apartment
9360,2016-02-16T00:00:00Z,2016,February,Tuesday,18,Church-Yonge Corridor (75),Outside
9361,2016-03-07T00:00:00Z,2016,March,Monday,19,Church-Yonge Corridor (75),Outside
9362,2016-03-11T00:00:00Z,2016,March,Friday,12,Church-Yonge Corridor (75),Commercial
9363,2014-02-25T00:00:00Z,2014,February,Tuesday,8,Church-Yonge Corridor (75),Outside
9364,2016-03-12T00:00:00Z,2016,March,Saturday,15,Church-Yonge Corridor (75),Outside
9365,2014-03-19T00:00:00Z,2014,March,Wednesday,17,Church-Yonge Corridor (75),Educational
9366,2016-10-22T00:00:00Z,2016,October,Saturday,7,Church-Yonge Corridor (75),Outside
9367,2020-06-17T00:00:00Z,2020,June,Wednesday,0,Church-Yonge Corridor (75),Apartment
9368,2020-07-25T00:00:00Z,2020,July,Saturday,12,Church-Yonge Corridor (75),Outside
9369,2020-10-13T00:00:00Z,2020,October,Tuesday,18,Church-Yonge Corridor (75),Apartment
9370,2015-12-04T00:00:00Z,2015,December,Friday,12,Church-Yonge Corridor (75),Apartment
9371,2014-01-27T00:00:00Z,2014,January,Monday,18,Church-Yonge Corridor (75),Apartment
9372,2018-06-27T00:00:00Z,2018,June,Wednesday,7,Church-Yonge Corridor (75),Outside
9373,2020-08-12T00:00:00Z,2020,August,Wednesday,21,Church-Yonge Corridor (75),Other
9374,2016-10-19T00:00:00Z,2016,October,Wednesday,6,Church-Yonge Corridor (75),Outside
9375,2015-06-01T00:00:00Z,2015,June,Monday,15,Church-Yonge Corridor (75),Apartment
9376,2020-10-17T00:00:00Z,2020,October,Saturday,15,Church-Yonge Corridor (75),Outside
9377,2016-03-26T00:00:00Z,2016,March,Saturday,15,Church-Yonge Corridor (75),Outside
9378,2014-04-10T00:00:00Z,2014,April,Thursday,15,Church-Yonge Corridor (75),Apartment
9379,2018-06-28T00:00:00Z,2018,June,Thursday,12,Church-Yonge Corridor (75),Outside
9380,2016-04-18T00:00:00Z,2016,April,Monday,0,Church-Yonge Corridor (75),Apartment
9381,2020-11-05T00:00:00Z,2020,November,Thursday,19,Church-Yonge Corridor (75),Outside
9382,2015-06-17T00:00:00Z,2015,June,Wednesday,20,Church-Yonge Corridor (75),Outside
9383,2016-10-16T00:00:00Z,2016,October,Sunday,9,Church-Yonge Corridor (75),Outside
9384,2020-08-21T00:00:00Z,2020,August,Friday,19,Church-Yonge Corridor (75),Outside
9385,2014-04-25T00:00:00Z,2014,April,Friday,18,Church-Yonge Corridor (75),Educational
9386,2020-08-21T00:00:00Z,2020,August,Friday,19,Church-Yonge Corridor (75),Outside
9387,2016-10-26T00:00:00Z,2016,October,Wednesday,18,Church-Yonge Corridor (75),Other
9388,2015-07-13T00:00:00Z,2015,July,Monday,19,Church-Yonge Corridor (75),Outside
9389,2016-04-20T00:00:00Z,2016,April,Wednesday,11,Church-Yonge Corridor (75),Outside
9390,2020-12-08T00:00:00Z,2020,December,Tuesday,17,Church-Yonge Corridor (75),Apartment
9391,2018-07-06T00:00:00Z,2018,July,Friday,18,Church-Yonge Corridor (75),Commercial
9392,2014-06-08T00:00:00Z,2014,June,Sunday,23,Church-Yonge Corridor (75),Outside
9393,2020-08-26T00:00:00Z,2020,August,Wednesday,12,Church-Yonge Corridor (75),Educational
9394,2016-10-20T00:00:00Z,2016,October,Thursday,0,Church-Yonge Corridor (75),House
9395,2015-07-15T00:00:00Z,2015,July,Wednesday,18,Church-Yonge Corridor (75),Outside
9396,2015-07-27T00:00:00Z,2015,July,Monday,16,Church-Yonge Corridor (75),Outside
9397,2015-07-30T00:00:00Z,2015,July,Thursday,11,Church-Yonge Corridor (75),Outside
9398,2015-08-03T00:00:00Z,2015,August,Monday,19,Church-Yonge Corridor (75),Commercial
9399,2015-07-31T00:00:00Z,2015,July,Friday,16,Church-Yonge Corridor (75),Commercial
9400,2015-08-05T00:00:00Z,2015,August,Wednesday,18,Church-Yonge Corridor (75),Other
9401,2015-08-11T00:00:00Z,2015,August,Tuesday,9,Church-Yonge Corridor (75),Apartment
9402,2015-08-12T00:00:00Z,2015,August,Wednesday,8,Church-Yonge Corridor (75),Apartment
9403,2015-08-25T00:00:00Z,2015,August,Tuesday,15,Church-Yonge Corridor (75),Outside
9404,2015-08-17T00:00:00Z,2015,August,Monday,1,Church-Yonge Corridor (75),Outside
9405,2015-09-09T00:00:00Z,2015,September,Wednesday,14,Church-Yonge Corridor (75),Outside
9406,2015-09-27T00:00:00Z,2015,September,Sunday,15,Church-Yonge Corridor (75),Other
9407,2017-03-26T00:00:00Z,2017,March,Sunday,15,Bay Street Corridor (76),Apartment
9408,2015-11-03T00:00:00Z,2015,November,Tuesday,9,Church-Yonge Corridor (75),Other
9409,2015-11-02T00:00:00Z,2015,November,Monday,9,Church-Yonge Corridor (75),Educational
9410,2015-09-22T00:00:00Z,2015,September,Tuesday,17,Church-Yonge Corridor (75),Educational
9411,2015-11-13T00:00:00Z,2015,November,Friday,18,Church-Yonge Corridor (75),Outside
9412,2015-11-12T00:00:00Z,2015,November,Thursday,17,Church-Yonge Corridor (75),Outside
9413,2015-12-21T00:00:00Z,2015,December,Monday,18,Church-Yonge Corridor (75),Educational
9414,2016-02-29T00:00:00Z,2016,February,Monday,19,Church-Yonge Corridor (75),Outside
9415,2016-03-18T00:00:00Z,2016,March,Friday,11,Church-Yonge Corridor (75),Commercial
9416,2016-04-01T00:00:00Z,2016,April,Friday,20,Church-Yonge Corridor (75),Outside
9417,2016-04-06T00:00:00Z,2016,April,Wednesday,18,Church-Yonge Corridor (75),Educational
9418,2016-04-27T00:00:00Z,2016,April,Wednesday,18,Church-Yonge Corridor (75),Other
9419,2016-05-16T00:00:00Z,2016,May,Monday,23,Church-Yonge Corridor (75),Apartment
9420,2016-05-25T00:00:00Z,2016,May,Wednesday,12,Church-Yonge Corridor (75),Apartment
9421,2016-06-07T00:00:00Z,2016,June,Tuesday,7,Church-Yonge Corridor (75),Educational
9422,2016-06-22T00:00:00Z,2016,June,Wednesday,8,Church-Yonge Corridor (75),Other
9423,2016-07-23T00:00:00Z,2016,July,Saturday,18,Church-Yonge Corridor (75),Other
9424,2016-08-18T00:00:00Z,2016,August,Thursday,15,Church-Yonge Corridor (75),Outside
9425,2016-09-17T00:00:00Z,2016,September,Saturday,11,Church-Yonge Corridor (75),Educational
9426,2016-09-16T00:00:00Z,2016,September,Friday,22,Church-Yonge Corridor (75),Outside
9427,2016-10-02T00:00:00Z,2016,October,Sunday,12,Church-Yonge Corridor (75),Apartment
9428,2016-10-18T00:00:00Z,2016,October,Tuesday,8,Church-Yonge Corridor (75),Outside
9429,2016-10-18T00:00:00Z,2016,October,Tuesday,13,Church-Yonge Corridor (75),Other
9430,2016-10-15T00:00:00Z,2016,October,Saturday,0,Church-Yonge Corridor (75),Apartment
9431,2016-11-14T00:00:00Z,2016,November,Monday,9,Church-Yonge Corridor (75),Outside
9432,2016-10-31T00:00:00Z,2016,October,Monday,18,Church-Yonge Corridor (75),Educational
9433,2016-12-20T00:00:00Z,2016,December,Tuesday,22,Church-Yonge Corridor (75),Commercial
9434,2016-12-25T00:00:00Z,2016,December,Sunday,17,Church-Yonge Corridor (75),Apartment
9435,2017-01-05T00:00:00Z,2017,January,Thursday,8,Church-Yonge Corridor (75),Outside
9436,2017-02-28T00:00:00Z,2017,February,Tuesday,9,Church-Yonge Corridor (75),Commercial
9437,2014-03-06T00:00:00Z,2014,March,Thursday,14,Church-Yonge Corridor (75),Outside
9438,2014-04-08T00:00:00Z,2014,April,Tuesday,10,Church-Yonge Corridor (75),Outside
9439,2020-10-20T00:00:00Z,2020,October,Tuesday,7,Niagara (82),Apartment
9440,2014-04-17T00:00:00Z,2014,April,Thursday,10,Church-Yonge Corridor (75),Outside
9441,2014-04-30T00:00:00Z,2014,April,Wednesday,12,Church-Yonge Corridor (75),Outside
9442,2014-05-04T00:00:00Z,2014,May,Sunday,9,Church-Yonge Corridor (75),Outside
9443,2014-05-05T00:00:00Z,2014,May,Monday,18,Church-Yonge Corridor (75),Outside
9444,2014-05-09T00:00:00Z,2014,May,Friday,13,Church-Yonge Corridor (75),Educational
9445,2014-05-18T00:00:00Z,2014,May,Sunday,21,Church-Yonge Corridor (75),Other
9446,2014-06-01T00:00:00Z,2014,June,Sunday,7,Church-Yonge Corridor (75),Outside
9447,2014-05-31T00:00:00Z,2014,May,Saturday,21,Church-Yonge Corridor (75),Outside
9448,2014-06-03T00:00:00Z,2014,June,Tuesday,10,Church-Yonge Corridor (75),Outside
9449,2014-06-12T00:00:00Z,2014,June,Thursday,12,Church-Yonge Corridor (75),Outside
9450,2014-06-11T00:00:00Z,2014,June,Wednesday,19,Church-Yonge Corridor (75),Outside
9451,2014-06-12T00:00:00Z,2014,June,Thursday,19,Church-Yonge Corridor (75),Outside
9452,2014-06-17T00:00:00Z,2014,June,Tuesday,15,Church-Yonge Corridor (75),Outside
9453,2014-06-21T00:00:00Z,2014,June,Saturday,21,Church-Yonge Corridor (75),Outside
9454,2014-06-22T00:00:00Z,2014,June,Sunday,18,Church-Yonge Corridor (75),Other
9455,2014-06-29T00:00:00Z,2014,June,Sunday,11,Church-Yonge Corridor (75),Outside
9456,2014-06-27T00:00:00Z,2014,June,Friday,15,Church-Yonge Corridor (75),Apartment
9457,2014-07-07T00:00:00Z,2014,July,Monday,21,Church-Yonge Corridor (75),Outside
9458,2014-07-05T00:00:00Z,2014,July,Saturday,12,Church-Yonge Corridor (75),Outside
9459,2014-07-12T00:00:00Z,2014,July,Saturday,0,Church-Yonge Corridor (75),Outside
9460,2014-07-10T00:00:00Z,2014,July,Thursday,9,Church-Yonge Corridor (75),Educational
9461,2014-07-16T00:00:00Z,2014,July,Wednesday,20,Church-Yonge Corridor (75),Apartment
9462,2014-07-13T00:00:00Z,2014,July,Sunday,19,Church-Yonge Corridor (75),Outside
9463,2014-07-13T00:00:00Z,2014,July,Sunday,20,Church-Yonge Corridor (75),Commercial
9464,2014-07-15T00:00:00Z,2014,July,Tuesday,21,Church-Yonge Corridor (75),Outside
9465,2014-07-25T00:00:00Z,2014,July,Friday,7,Church-Yonge Corridor (75),Outside
9466,2014-07-25T00:00:00Z,2014,July,Friday,7,Church-Yonge Corridor (75),Outside
9467,2014-08-06T00:00:00Z,2014,August,Wednesday,17,Church-Yonge Corridor (75),Outside
9468,2014-08-14T00:00:00Z,2014,August,Thursday,14,Church-Yonge Corridor (75),Outside
9469,2014-08-20T00:00:00Z,2014,August,Wednesday,16,Church-Yonge Corridor (75),Outside
9470,2014-09-17T00:00:00Z,2014,September,Wednesday,14,Church-Yonge Corridor (75),Outside
9471,2014-09-21T00:00:00Z,2014,September,Sunday,22,Church-Yonge Corridor (75),Outside
9472,2014-09-24T00:00:00Z,2014,September,Wednesday,8,Church-Yonge Corridor (75),Other
9473,2014-10-10T00:00:00Z,2014,October,Friday,7,Church-Yonge Corridor (75),Educational
9474,2014-11-17T00:00:00Z,2014,November,Monday,0,Church-Yonge Corridor (75),Outside
9475,2014-12-14T00:00:00Z,2014,December,Sunday,13,Church-Yonge Corridor (75),Outside
9476,2015-01-02T00:00:00Z,2015,January,Friday,6,Church-Yonge Corridor (75),Commercial
9477,2015-03-08T00:00:00Z,2015,March,Sunday,17,Church-Yonge Corridor (75),Apartment
9478,2015-04-03T00:00:00Z,2015,April,Friday,19,Church-Yonge Corridor (75),Apartment
9479,2015-05-05T00:00:00Z,2015,May,Tuesday,11,Church-Yonge Corridor (75),Outside
9480,2014-06-21T00:00:00Z,2014,June,Saturday,18,Church-Yonge Corridor (75),Outside
9481,2014-08-14T00:00:00Z,2014,August,Thursday,18,Church-Yonge Corridor (75),Outside
9482,2016-12-09T00:00:00Z,2016,December,Friday,9,Bay Street Corridor (76),Outside
9483,2016-12-09T00:00:00Z,2016,December,Friday,9,Bay Street Corridor (76),Outside
9484,2016-12-08T00:00:00Z,2016,December,Thursday,17,Bay Street Corridor (76),Commercial
9485,2016-12-18T00:00:00Z,2016,December,Sunday,2,Bay Street Corridor (76),Commercial
9486,2014-06-13T00:00:00Z,2014,June,Friday,18,Church-Yonge Corridor (75),Outside
9487,2016-04-24T00:00:00Z,2016,April,Sunday,20,Church-Yonge Corridor (75),Educational
9488,2016-10-26T00:00:00Z,2016,October,Wednesday,19,Church-Yonge Corridor (75),Educational
9489,2020-08-29T00:00:00Z,2020,August,Saturday,18,Church-Yonge Corridor (75),Outside
9490,2018-07-08T00:00:00Z,2018,July,Sunday,18,Church-Yonge Corridor (75),Outside
9491,2020-12-08T00:00:00Z,2020,December,Tuesday,17,Church-Yonge Corridor (75),Apartment
9492,2016-05-02T00:00:00Z,2016,May,Monday,9,Church-Yonge Corridor (75),Educational
9493,2020-08-29T00:00:00Z,2020,August,Saturday,15,Church-Yonge Corridor (75),Apartment
9494,2016-11-03T00:00:00Z,2016,November,Thursday,2,Church-Yonge Corridor (75),Apartment
9495,2020-12-29T00:00:00Z,2020,December,Tuesday,15,Church-Yonge Corridor (75),Outside
9496,2018-07-08T00:00:00Z,2018,July,Sunday,5,Church-Yonge Corridor (75),Apartment
9497,2016-05-05T00:00:00Z,2016,May,Thursday,9,Church-Yonge Corridor (75),Other
9498,2020-07-07T00:00:00Z,2020,July,Tuesday,0,Church-Yonge Corridor (75),Apartment
9499,2016-11-08T00:00:00Z,2016,November,Tuesday,16,Church-Yonge Corridor (75),Outside
9500,2016-11-09T00:00:00Z,2016,November,Wednesday,1,Church-Yonge Corridor (75),Outside
9501,2014-06-26T00:00:00Z,2014,June,Thursday,22,Church-Yonge Corridor (75),Outside
9502,2018-07-19T00:00:00Z,2018,July,Thursday,16,Church-Yonge Corridor (75),Apartment
9503,2020-09-15T00:00:00Z,2020,September,Tuesday,19,Church-Yonge Corridor (75),Outside
9504,2018-07-17T00:00:00Z,2018,July,Tuesday,13,Church-Yonge Corridor (75),Educational
9505,2020-12-10T00:00:00Z,2020,December,Thursday,11,Church-Yonge Corridor (75),Transit
9506,2016-11-18T00:00:00Z,2016,November,Friday,9,Church-Yonge Corridor (75),Commercial
9507,2014-07-07T00:00:00Z,2014,July,Monday,12,Church-Yonge Corridor (75),Apartment
9508,2014-07-15T00:00:00Z,2014,July,Tuesday,22,Church-Yonge Corridor (75),Outside
9509,2016-05-16T00:00:00Z,2016,May,Monday,0,Church-Yonge Corridor (75),Commercial
9510,2016-11-25T00:00:00Z,2016,November,Friday,10,Church-Yonge Corridor (75),Outside
9511,2019-07-14T00:00:00Z,2019,July,Sunday,19,Church-Yonge Corridor (75),Commercial
9512,2014-07-15T00:00:00Z,2014,July,Tuesday,7,Church-Yonge Corridor (75),Commercial
9513,2018-07-22T00:00:00Z,2018,July,Sunday,17,Church-Yonge Corridor (75),Outside
9514,2015-06-23T00:00:00Z,2015,June,Tuesday,15,Church-Yonge Corridor (75),Outside
9515,2016-05-21T00:00:00Z,2016,May,Saturday,22,Church-Yonge Corridor (75),Outside
9516,2020-09-22T00:00:00Z,2020,September,Tuesday,12,Church-Yonge Corridor (75),Apartment
9517,2018-09-17T00:00:00Z,2018,September,Monday,8,Church-Yonge Corridor (75),Educational
9518,2014-07-18T00:00:00Z,2014,July,Friday,13,Church-Yonge Corridor (75),Outside
9519,2018-07-25T00:00:00Z,2018,July,Wednesday,21,Church-Yonge Corridor (75),Outside
9520,2016-09-15T00:00:00Z,2016,September,Thursday,9,Church-Yonge Corridor (75),Outside
9521,2016-05-24T00:00:00Z,2016,May,Tuesday,19,Church-Yonge Corridor (75),Outside
9522,2016-05-24T00:00:00Z,2016,May,Tuesday,10,Church-Yonge Corridor (75),Apartment
9523,2016-05-24T00:00:00Z,2016,May,Tuesday,9,Church-Yonge Corridor (75),Educational
9524,2016-05-26T00:00:00Z,2016,May,Thursday,12,Church-Yonge Corridor (75),Commercial
9525,2016-05-26T00:00:00Z,2016,May,Thursday,12,Church-Yonge Corridor (75),Outside
9526,2016-05-31T00:00:00Z,2016,May,Tuesday,16,Church-Yonge Corridor (75),Apartment
9527,2016-05-27T00:00:00Z,2016,May,Friday,13,Church-Yonge Corridor (75),Outside
9528,2016-06-06T00:00:00Z,2016,June,Monday,5,Church-Yonge Corridor (75),Outside
9529,2016-06-06T00:00:00Z,2016,June,Monday,11,Church-Yonge Corridor (75),Outside
9530,2016-06-08T00:00:00Z,2016,June,Wednesday,23,Church-Yonge Corridor (75),Commercial
9531,2016-06-10T00:00:00Z,2016,June,Friday,8,Church-Yonge Corridor (75),Outside
9532,2016-06-06T00:00:00Z,2016,June,Monday,11,Church-Yonge Corridor (75),Outside
9533,2016-06-10T00:00:00Z,2016,June,Friday,19,Church-Yonge Corridor (75),Outside
9534,2016-06-11T00:00:00Z,2016,June,Saturday,15,Church-Yonge Corridor (75),Outside
9535,2016-10-03T00:00:00Z,2016,October,Monday,3,Church-Yonge Corridor (75),Apartment
9536,2016-06-14T00:00:00Z,2016,June,Tuesday,17,Church-Yonge Corridor (75),Outside
9537,2016-06-16T00:00:00Z,2016,June,Thursday,15,Church-Yonge Corridor (75),Commercial
9538,2016-06-26T00:00:00Z,2016,June,Sunday,14,Church-Yonge Corridor (75),Outside
9539,2016-07-04T00:00:00Z,2016,July,Monday,17,Church-Yonge Corridor (75),Apartment
9540,2016-07-03T00:00:00Z,2016,July,Sunday,18,Church-Yonge Corridor (75),Outside
9541,2016-07-03T00:00:00Z,2016,July,Sunday,0,Church-Yonge Corridor (75),Outside
9542,2016-06-29T00:00:00Z,2016,June,Wednesday,17,Church-Yonge Corridor (75),Apartment
9543,2019-11-10T00:00:00Z,2019,November,Sunday,12,Church-Yonge Corridor (75),Apartment
9544,2016-07-06T00:00:00Z,2016,July,Wednesday,0,Church-Yonge Corridor (75),Commercial
9545,2016-07-06T00:00:00Z,2016,July,Wednesday,0,Church-Yonge Corridor (75),Commercial
9546,2016-07-12T00:00:00Z,2016,July,Tuesday,7,Church-Yonge Corridor (75),Outside
